pair,date,open,high,low,close,day_of_week,month,week_of_year,is_month_end,is_month_start,max_up_pips,max_down_pips,max_profit,max_loss,daily_return,return_3d,return_5d,return_10d,rolling_std_5,rolling_std_10,rolling_std_20,label,rsi_14,atr_14,momentum_5d,momentum_10d,dist_from_mean_20d,daily_range,candle_body,upper_wick,lower_wick
EURUSD,2024-11-04,1.0879,1.09147,1.08695,1.08767,0,11,45,0,0,36,10,0.32815516131996053,-0.0873242025921506,-0.021141649048641832,0.0018237250043748876,0.0058538480034031615,0.005732937575707142,0.31443086857268787,0.29008476920230564,0.26606824194980566,2.0,46.86041666181387,0.005750457048797628,0.006329999999999947,0.006199999999999983,0.0014730000000000576,0.0045199999999998575,0.0002300000000001745,0.003569999999999851,0.0007199999999998319
EURUSD,2024-11-05,1.08757,1.09365,1.08721,1.09288,1,11,45,0,0,61,4,0.5590444752981496,-0.03310131761632961,0.4882444348409894,0.004300680022054859,0.010615868318845978,0.012094608360652792,0.3728105996113341,0.31818855114955436,0.29290460683576586,0.0,53.18432346747158,0.005799710116740655,0.011480000000000157,0.013060000000000072,0.006928000000000045,0.006440000000000001,0.005310000000000148,0.0007699999999999374,0.00035999999999991594
EURUSD,2024-11-06,1.09265,1.09369,1.06822,1.07269,2,11,45,0,0,10,244,0.09518143961928816,-2.235848624902755,-1.8267514757699153,-0.009885545504891957,-0.011973952048927483,-0.005202633775387322,0.9123303073704992,0.6840962810125006,0.4926436507867857,2.0,35.535574212982254,0.007204730822687758,-0.013000000000000123,-0.005610000000000115,-0.012195000000000178,0.025470000000000104,0.019959999999999978,0.001040000000000152,0.004469999999999974
EURUSD,2024-11-07,1.07262,1.08247,1.07125,1.08038,3,11,45,0,0,99,14,0.9183121702000836,-0.1277246368704547,0.7234621767261462,-0.006702400544282727,-0.007186179011211324,-0.0022165167439370803,1.0077350213052227,0.7151492318718073,0.5272712759694129,0.0,43.25887486343446,0.007491535763924347,-0.00782000000000016,-0.0024000000000001798,-0.003849500000000061,0.011220000000000008,0.007759999999999989,0.0020900000000001473,0.0013699999999998713
EURUSD,2024-11-08,1.08021,1.0805,1.06865,1.07182,4,11,45,0,0,3,116,0.026846631673482335,-1.0701622832597175,-0.776700826691097,-0.01927018519874102,-0.010688573010891544,-0.006930417863429961,1.0372152765900697,0.7474013269141526,0.5493620488981792,0.0,37.826266379111864,0.007802854637929745,-0.011579999999999924,-0.007479999999999931,-0.011324000000000112,0.011849999999999916,0.008389999999999898,0.0002900000000001235,0.003169999999999895
EURUSD,2024-11-11,1.0707,1.0728,1.06283,1.06533,0,11,46,0,0,21,79,0.19613337069206974,-0.7350331558793354,-0.5015410479125689,-0.006861255348702633,-0.02053931799167008,-0.014805704033883704,1.029162495113126,0.7494122438157501,0.5556184097928002,0.0,34.308327052519545,0.00795765073522048,-0.022339999999999804,-0.016009999999999858,-0.01655099999999976,0.009970000000000034,0.005369999999999875,0.0020999999999999908,0.0025000000000001688
EURUSD,2024-11-12,1.06534,1.06631,1.05946,1.06216,1,11,46,0,0,10,59,0.09105074436331476,-0.5519364709857778,-0.29849625471680036,-0.016864436587126663,-0.028109216016397154,-0.01779175143332712,0.9175806072258458,0.7475227553252861,0.5568939668173065,0.0,32.70821301711035,0.007878532825561876,-0.03072000000000008,-0.019239999999999924,-0.01836950000000015,0.006850000000000023,0.0031799999999999606,0.0009700000000001374,0.0026999999999999247
EURUSD,2024-11-13,1.06202,1.0654,1.05555,1.05622,2,11,46,0,0,34,65,0.31826142633848126,-0.6092163989378708,-0.5461290747820218,-0.014554682689257525,-0.015353923314284645,-0.027144028221684047,0.5860663811272145,0.7231314149941448,0.5637663656344841,0.0,29.894649492331055,0.008019351909450308,-0.016469999999999985,-0.029470000000000107,-0.022806499999999952,0.009849999999999914,0.005800000000000027,0.0033799999999999386,0.0006699999999999484
EURUSD,2024-11-14,1.05627,1.05825,1.04958,1.0529,3,11,46,0,0,20,67,0.18745207191341898,-0.6333607884347832,-0.31904721330721264,-0.01166774614438737,-0.025435494918454538,-0.03243888990994315,0.19452923768326394,0.699162877817519,0.5642476762908363,1.0,28.422994330182902,0.008065826773060997,-0.02747999999999995,-0.03530000000000011,-0.024612499999999926,0.008669999999999956,0.003370000000000095,0.0019799999999998708,0.0033199999999999896
EURUSD,2024-11-15,1.0529,1.0593,1.05159,1.05394,4,11,46,0,0,64,13,0.6078449995251175,-0.12441827334029086,0.09877481242284661,-0.007738947051291634,-0.01668190554384119,-0.027192172789366698,0.25480477909666105,0.7122204579257181,0.557119930265256,2.0,29.592259302918407,0.008040410574985203,-0.017879999999999896,-0.02945999999999982,-0.02194449999999981,0.007709999999999884,0.001040000000000152,0.005359999999999809,0.0013099999999999223
EURUSD,2024-11-18,1.05294,1.06072,1.0528,1.05979,0,11,47,0,0,78,1,0.7388835071324216,-0.013296104241460006,0.650559386099875,0.0033799776561702632,-0.005200266584063251,-0.025632774646721757,0.4711148560660274,0.7705140730693012,0.5805063519583116,1.0,35.93221646296942,0.008031809819629128,-0.0055400000000001,-0.027879999999999905,-0.015010499999999816,0.00792000000000015,0.006850000000000023,0.0009300000000000974,0.000140000000000029
EURUSD,2024-11-19,1.05979,1.0601,1.05229,1.05937,1,11,47,0,0,3,75,0.029251078043766452,-0.7076873720265394,-0.03963049283349408,0.0061449330420741965,-0.002626722904270573,-0.030662103799136364,0.4554580936375447,0.7329485884877547,0.5805890575020011,0.0,35.683780262386094,0.008015966261084197,-0.00279000000000007,-0.03351000000000015,-0.014408000000000198,0.007810000000000095,0.00042000000000008697,0.00031000000000003247,0.007079999999999975
EURUSD,2024-11-20,1.05931,1.061,1.05065,1.05432,2,11,47,0,0,17,87,0.1595378123495454,-0.8175132869509294,-0.47106135125695503,0.000360551834070133,-0.0017988676601465858,-0.017125171298324804,0.43501479488490746,0.5060547668951666,0.5864186357348139,0.0,32.75160311177956,0.00818268295672103,-0.0019000000000000128,-0.018369999999999997,-0.018259000000000025,0.01034999999999986,0.00499000000000005,0.0016899999999999693,0.00366999999999984
EURUSD,2024-11-21,1.05427,1.0555,1.04618,1.04738,3,11,47,0,0,12,81,0.11666840562664824,-0.7673556109914851,-0.653532776233798,-0.01170986704913246,-0.005242663120904156,-0.030544808308187732,0.5121356334540197,0.42313391015992513,0.583582510172228,0.0,29.200506345989496,0.008263919888383814,-0.005519999999999969,-0.03299999999999992,-0.023428999999999922,0.009319999999999995,0.006890000000000063,0.0012300000000000644,0.0011999999999998678
EURUSD,2024-11-22,1.04734,1.04981,1.03325,1.04193,4,11,47,0,0,25,141,0.23583554528615086,-1.3453128878874039,-0.5165466801611621,-0.016462614572812062,-0.011395335597851997,-0.027887145229609445,0.5311203093795928,0.39676622824778734,0.5877971606368719,1.0,26.747830149555156,0.008856497039213535,-0.012010000000000076,-0.029889999999999972,-0.027010499999999826,0.016559999999999908,0.005409999999999915,0.0024699999999999722,0.008680000000000021
EURUSD,2024-11-25,1.04829,1.05303,1.04486,1.04942,0,11,48,0,0,47,34,0.4521649543542309,-0.32719953447996686,0.10779459882285201,-0.004647545337278958,-0.009784957397220184,-0.014934339594304236,0.32945541039280596,0.4022443404051626,0.5855294146937425,1.0,34.84722797057073,0.009016747250698275,-0.01036999999999999,-0.01591000000000009,-0.0179244999999999,0.00817000000000001,0.0011300000000000754,0.003609999999999891,0.003430000000000044
EURUSD,2024-11-26,1.04929,1.05448,1.04246,1.04879,1,11,48,0,0,52,68,0.4946201717351759,-0.6509163339019827,-0.04765126895330814,0.0013462162729858118,-0.00998706778557068,-0.012587557430142504,0.32779722125988325,0.40315209372009514,0.5847340533352519,2.0,34.501674053578455,0.009231265304219837,-0.010580000000000034,-0.013370000000000104,-0.01692400000000016,0.012020000000000142,0.000500000000000167,0.005190000000000028,0.006329999999999947
EURUSD,2024-11-27,1.04868,1.05878,1.0474,1.0566,2,11,48,0,0,101,13,0.9631155357210968,-0.12205820650722315,0.7552351527634671,0.01407964066683931,0.0021625312997952673,0.00035977353202931717,0.5596948858926937,0.47346345442881205,0.6089465016130593,1.0,42.15902195959164,0.009384746353918418,0.0022800000000000598,0.00038000000000004697,-0.00765949999999993,0.011379999999999946,0.007919999999999927,0.0021800000000000708,0.0012799999999999478
EURUSD,2024-11-28,1.05652,1.057,1.05271,1.05489,3,11,48,0,0,5,38,0.04543217355090637,-0.3606178775602799,-0.15428008934992224,0.005212403041680247,0.007170272489450014,0.0018900180453986781,0.4665603482240921,0.4656111172529788,0.6016929206195583,2.0,41.02803231613765,0.009020835900067097,0.007510000000000128,0.0019900000000001583,-0.007703999999999933,0.004289999999999905,0.0016299999999997983,0.00048000000000003595,0.0021800000000000708
EURUSD,2024-11-29,1.05511,1.05971,1.05411,1.05748,4,11,48,0,0,46,10,0.435973500393318,-0.09477684791158172,0.2246211295504718,0.008285738803764486,0.014924227155375114,0.003358824980548958,0.3541283800130085,0.4710581584141626,0.6054227768812758,0.0,43.50033865650215,0.00877649047863372,0.015549999999999953,0.0035399999999998766,-0.003817999999999877,0.005599999999999827,0.0023699999999999832,0.0022299999999999542,0.0009999999999998899
EURUSD,2024-12-02,1.05695,1.05742,1.04603,1.04966,0,12,49,0,0,5,109,0.04446757178674208,-1.0331614551303316,-0.6897204219688744,-0.0065682377437061845,0.00022869775685618876,-0.00955849743817172,0.5294020284381488,0.45107055370284743,0.61594017029734,1.0,38.28188690957235,0.008967455444445594,0.00024000000000001798,-0.010129999999999972,-0.009737499999999955,0.011390000000000011,0.007290000000000019,0.00046999999999997044,0.003630000000000022
EURUSD,2024-12-03,1.0497,1.05351,1.04806,1.05073,1,12,49,0,0,38,16,0.36296084595597494,-0.15623511479471142,0.09812327331617265,-0.003943539136782137,0.0018497506650521078,-0.008155790705796861,0.5289211501707622,0.4568306740807643,0.5992956371583035,1.0,39.35393282067498,0.008716208626985193,0.0019400000000000528,-0.008639999999999981,-0.006559999999999899,0.005449999999999955,0.0010299999999998644,0.0027800000000000047,0.0016400000000000858
EURUSD,2024-12-04,1.05065,1.05441,1.04718,1.05114,2,12,49,0,0,38,35,0.3578736972350436,-0.3302717365440521,0.04663779565030023,-0.00599538525551313,-0.00516751845542307,-0.00301616207603006,0.3594168925048256,0.4436206448043034,0.46437129163266805,2.0,39.78553767436449,0.008610050867914826,-0.00546000000000002,-0.0031799999999999606,-0.005072500000000035,0.00723000000000007,0.0004899999999998794,0.003270000000000106,0.003470000000000084
EURUSD,2024-12-05,1.05071,1.05896,1.05054,1.0584,3,12,49,0,0,82,2,0.7851833522094458,-0.01617953574249826,0.7318860579988745,0.008326505725663624,0.0033273611466597686,0.01052149172220207,0.5098418997444044,0.46159120658453084,0.46517538000028547,1.0,46.98091178794459,0.0085964758059209,0.003509999999999902,0.01102000000000003,0.003286500000000192,0.008419999999999872,0.007689999999999975,0.0005599999999998939,0.00017000000000000348
EURUSD,2024-12-06,1.05839,1.06298,1.05419,1.05673,4,12,49,0,0,46,42,0.4336775668704442,-0.3968291461559521,-0.1568419958616384,0.005710315685285572,-0.0007092332715512573,0.014204409125373019,0.5117599820337108,0.42458238938834447,0.438664827522108,1.0,45.630179511178895,0.008610298962640843,-0.0007500000000000284,0.014799999999999924,0.002370999999999901,0.008790000000000076,0.0016599999999999948,0.004590000000000094,0.0025399999999999867
EURUSD,2024-12-09,1.05574,1.05945,1.05317,1.05531,0,12,50,0,0,37,26,0.35141227953853243,-0.24343114782048245,-0.04072972512170899,0.003967121411039498,0.005382695348970179,0.005612624116178466,0.3469474396126038,0.4265454224587951,0.4275427482042368,0.0,44.45968134163566,0.00844384903673793,0.005649999999999933,0.005889999999999951,0.0014520000000000088,0.006280000000000063,0.00042999999999993044,0.003710000000000102,0.0021400000000000308
EURUSD,2024-12-10,1.05519,1.05681,1.0498,1.05268,1,12,50,0,0,16,54,0.15352685298381852,-0.5108084799893863,-0.23787185246259082,-0.0054043839758124435,0.0018558525977179219,0.003709036127346854,0.3863718450248824,0.43682610967839863,0.42598238520548665,0.0,42.2956366973246,0.008341431248399504,0.0019500000000001183,0.003890000000000171,-0.0007040000000000379,0.007009999999999961,0.0025100000000000122,0.0016199999999999548,0.0028799999999999937
EURUSD,2024-12-11,1.05259,1.05394,1.04797,1.04933,2,12,50,0,0,14,46,0.1282550660751275,-0.43891733723480625,-0.3097122336332113,-0.007002734851854209,-0.001721939988964194,-0.0068805602877152205,0.42260649328761396,0.37303429286379186,0.414858208825915,0.0,39.64836283662738,0.008172043302085256,-0.0018099999999998673,-0.007269999999999888,-0.00370949999999981,0.005970000000000031,0.0032599999999998186,0.0013500000000001844,0.0013600000000000279
EURUSD,2024-12-12,1.04935,1.05309,1.04634,1.0469,3,12,50,0,0,37,30,0.3564111116405467,-0.28684423690855837,-0.2334778672511615,-0.007969222313822466,-0.010865457294028769,-0.007574249447809933,0.10213979246591044,0.3763487836394827,0.4123292002437453,2.0,37.800186534298454,0.00807046878050774,-0.011500000000000066,-0.007990000000000164,-0.0058394999999999975,0.006750000000000034,0.0024500000000000632,0.0037400000000000766,0.0005599999999998939
EURUSD,2024-12-13,1.04655,1.05242,1.04527,1.05017,4,12,50,0,0,59,13,0.5608905451244393,-0.12230662653482106,0.3458984281687407,-0.002384390318045382,-0.00620782981461665,-0.00691266028671933,0.2660011072975556,0.388189650489157,0.42038970086662075,2.0,41.73608565889536,0.008004721010471474,-0.006559999999999899,-0.007309999999999928,-0.0023809999999999665,0.00714999999999999,0.0036199999999999566,0.0022499999999998632,0.0012800000000001699
EURUSD,2024-12-16,1.04865,1.05248,1.04742,1.05121,0,12,51,0,0,38,12,0.36523148810375244,-0.11729366328136788,0.2441233967481901,0.0017916194142928443,-0.0038851143265959953,0.001476668635558065,0.3077983470015641,0.32251778545360016,0.39483106075920993,0.0,42.972069404102335,0.007794383795437802,-0.0040999999999999925,0.0015499999999999403,-0.0009120000000000239,0.0050600000000000644,0.0025599999999998957,0.0012700000000001044,0.0012300000000000644
EURUSD,2024-12-17,1.05099,1.05341,1.04788,1.04903,1,12,51,0,0,24,31,0.2302590890493598,-0.29591147394363104,-0.18649083245322826,0.002034578278727661,-0.0034673405023369908,-0.0016179227774976157,0.30023050931069445,0.3301497938021553,0.3959951826285379,0.0,41.008290441594696,0.007632642095763675,-0.003650000000000153,-0.0017000000000000348,-0.002574999999999994,0.005530000000000035,0.001960000000000184,0.0024199999999998667,0.0011499999999999844
EURUSD,2024-12-18,1.04904,1.05127,1.03436,1.03507,2,12,51,0,0,22,147,0.21257530694729984,-1.3993746663616284,-1.3316937390376,-0.014378624413190377,-0.01358962385522211,-0.01528816332743499,0.6655935569078749,0.5393740908542851,0.48097952889119927,1.0,31.181409650693723,0.008295310517494839,-0.014260000000000161,-0.01607000000000003,-0.015572499999999989,0.01690999999999998,0.013970000000000038,0.0022299999999999542,0.0007099999999999884
EURUSD,2024-12-19,1.03513,1.04224,1.03457,1.03605,3,12,51,0,0,71,6,0.6868702481813829,-0.05409948508884062,0.08887772550305853,-0.014421476203613004,-0.010363931607603405,-0.021116780045351558,0.6808906632863951,0.45924096010443344,0.4643907408652256,2.0,32.4059631061816,0.008250645480530927,-0.010850000000000026,-0.022350000000000092,-0.014026000000000316,0.007670000000000066,0.0009199999999998099,0.00619000000000014,0.000560000000000116
EURUSD,2024-12-20,1.03616,1.04475,1.03426,1.04244,4,12,51,0,0,86,19,0.8290225447807383,-0.18336936380481902,0.6060840024706671,-0.006281993841930067,-0.007360713027414589,-0.013522848788242947,0.7375549322445024,0.5228172211464667,0.47443453853422035,0.0,39.91366709629422,0.008410599374778725,-0.007730000000000015,-0.014289999999999914,-0.007661499999999988,0.01049000000000011,0.006280000000000063,0.0023100000000000342,0.0019000000000000128
EURUSD,2024-12-23,1.04304,1.04452,1.03838,1.04048,0,12,52,0,0,15,47,0.1418929283632388,-0.4467709771437228,-0.24543641662830723,0.005226699643502419,-0.010207284938309136,-0.014052742795955586,0.7097986730529554,0.5240056667180656,0.4765080591907446,1.0,38.50109151235937,0.00824841370515166,-0.010729999999999906,-0.014829999999999899,-0.009174499999999863,0.006139999999999812,0.0025599999999998957,0.0014799999999999258,0.0020999999999999908
EURUSD,2024-12-24,1.04043,1.04099,1.03832,1.0401,1,12,52,0,0,6,21,0.05382389973377507,-0.20280076506829448,-0.031717655200248114,0.003909077747213052,-0.008512625949686714,-0.011950450279287206,0.7146420034694403,0.5231686522395215,0.47648084698889337,1.0,38.21868286607119,0.007849955583355125,-0.008929999999999882,-0.012580000000000036,-0.009120000000000017,0.0026700000000001722,0.00032999999999994145,0.000560000000000116,0.0017800000000001148
EURUSD,2024-12-25,1.0395,1.0412,1.0395,1.0401,2,12,52,0,0,17,0,0.16354016354014553,0.0,0.05772005772005136,-0.0022447335098423338,0.004859574714753734,-0.008796088932938262,0.31408135734736053,0.5201153228361908,0.44063563230227004,2.0,38.21868286607119,0.007410673041686889,0.00503000000000009,-0.009230000000000071,-0.008294999999999941,0.0016999999999998128,0.0005999999999999339,0.0010999999999998789,0.0
EURUSD,2024-12-26,1.0403,1.04301,1.03901,1.0422,3,12,52,0,0,27,13,0.2605017783331722,-0.12400269153129033,0.18263962318562077,0.001653083192372673,0.005936006949471606,-0.004489445028178385,0.3164070033070387,0.5221015437563599,0.4432219947898774,1.0,40.992740360462896,0.007167053538709254,0.0061500000000001,-0.0046999999999999265,-0.005560500000000079,0.0040000000000000036,0.0019000000000000128,0.0008099999999999774,0.0012900000000000134
EURUSD,2024-12-27,1.04184,1.04441,1.04047,1.04239,4,12,52,0,0,26,14,0.2466789526222799,-0.13149811871305508,0.05279121554171738,0.0022017113739063454,-4.796439123599949e-05,-0.0074083243665312715,0.15864237614690005,0.5068456573721275,0.4394339314071305,0.0,41.24977214994712,0.00693654971451574,-5.0000000000105516e-05,-0.00778000000000012,-0.0046160000000001755,0.003940000000000055,0.0005499999999998284,0.002020000000000133,0.0013700000000000934
EURUSD,2024-12-30,1.04275,1.04584,1.03714,1.04068,0,12,1,0,0,31,56,0.29633181491249455,-0.5380004795013296,-0.19851354591225281,0.0005576386885877138,0.0001922189758571946,-0.010017027996308991,0.14062148609727132,0.49692401920082774,0.41486389582463923,0.0,39.5787926252547,0.0070625104491931975,0.00019999999999997797,-0.010529999999999928,-0.00587699999999991,0.008700000000000152,0.0020700000000000163,0.003090000000000037,0.0035400000000000986
EURUSD,2024-12-31,1.04054,1.04244,1.03438,1.03522,1,12,1,1,0,19,62,0.18259749745324666,-0.5920003075326218,-0.5112729928690863,-0.006697370946075587,-0.00469185655225457,-0.013164542482102415,0.27639030324630315,0.5135005108154057,0.4274640021262366,1.0,34.73976925562104,0.007133759702822252,-0.0048799999999999955,-0.013809999999999878,-0.01056149999999989,0.008059999999999956,0.005319999999999991,0.0019000000000000128,0.0008399999999999519
EURUSD,2025-01-01,1.0358,1.0359,1.0352,1.0352,2,1,1,0,1,1,6,0.009654373431163253,-0.05792624058700096,-0.05792624058700096,-0.006897610299408163,-0.0047110854725508355,0.00012559537036138657,0.2662904814416791,0.29435407781370126,0.42677692030110254,0.0,34.723022343785814,0.0066742054383349585,-0.0049000000000001265,0.00012999999999996348,-0.009784500000000085,0.000700000000000145,0.000600000000000156,9.999999999998899e-05,0.0
EURUSD,2025-01-02,1.03544,1.03756,1.02238,1.02619,3,1,1,0,0,21,131,0.2047438769991619,-1.2612995441551274,-0.8933400293594975,-0.01392358842295438,-0.015361734791786708,-0.009516915206794985,0.38330973134248947,0.40308971877764427,0.4224483852957682,2.0,28.141399708626395,0.007281762192739603,-0.01601000000000008,-0.00985999999999998,-0.017184000000000088,0.015179999999999971,0.00924999999999998,0.002120000000000122,0.003809999999999869
EURUSD,2025-01-03,1.0264,1.031,1.02524,1.03066,4,1,1,0,0,46,12,0.44816835541698535,-0.11301636788776792,0.4150428682774679,-0.004404860802534882,-0.011252985926572645,-0.011300410575189046,0.49091037540479476,0.3687678746351718,0.44042323760108965,2.0,34.74936310615125,0.007173064893258202,-0.011730000000000018,-0.011780000000000124,-0.01141049999999999,0.005759999999999987,0.0042599999999999305,0.00034000000000000696,0.0011600000000000499
EURUSD,2025-01-06,1.0302,1.04368,1.0294,1.03898,0,1,2,0,0,135,8,1.30848378955542,-0.07765482430595146,0.8522616967579121,0.003651468315301498,-0.0016335472959988495,-0.0014416423189297367,0.6988918363142981,0.47604401919994727,0.49066809450953053,0.0,44.90488912418674,0.007680703115168319,-0.0017000000000000348,-0.0015000000000000568,-0.0022739999999998872,0.014279999999999848,0.00878000000000001,0.0046999999999999265,0.0007999999999999119
EURUSD,2025-01-07,1.03884,1.04344,1.0339,1.03394,1,1,2,0,0,46,49,0.4428015863848078,-0.47553039929151214,-0.471679950714249,0.007552207680838974,-0.0012364521550973784,-0.005922507451206593,0.6923979257959029,0.49777702902337045,0.49762423061687594,0.0,40.76579348317494,0.007813510035513432,-0.0012799999999999478,-0.006159999999999943,-0.006376999999999855,0.009539999999999882,0.004899999999999904,0.0045999999999999375,4.0000000000040004e-05
EURUSD,2025-01-08,1.03398,1.03575,1.02728,1.03178,2,1,2,0,0,18,67,0.17118319503279072,-0.6479815857173185,-0.21277007292210487,0.0010866823200668119,-0.003303709428129853,-0.00799923084318821,0.6973413479987688,0.4981857831932537,0.4957507992769538,0.0,39.10229657995799,0.0078604021758339,-0.0034199999999999786,-0.008320000000000105,-0.007659500000000152,0.008469999999999978,0.0021999999999999797,0.0017700000000000493,0.0044999999999999485
EURUSD,2025-01-09,1.03177,1.03215,1.02834,1.0299,3,1,2,0,0,4,34,0.03682991364352762,-0.33243843104568305,-0.18124194345639416,-0.008739340507035731,0.0036153149026985076,-0.011801957397812313,0.5401281719204126,0.48974126903819637,0.49501700078776684,0.0,37.66178811765801,0.007571087734702898,0.003710000000000102,-0.012299999999999978,-0.008689500000000017,0.003809999999999869,0.0018700000000000383,0.0003799999999998249,0.0015600000000000058
EURUSD,2025-01-10,1.0299,1.03118,1.02124,1.0244,4,1,2,0,0,13,87,0.12428391105932107,-0.8408583357607643,-0.5340324303330479,-0.009226841015919751,-0.006073777967515848,-0.017258415756098877,0.5595085514512966,0.5016603640722122,0.4948519869448059,1.0,33.745142009929,0.007740295753652695,-0.006259999999999932,-0.01798999999999995,-0.01290099999999983,0.00994000000000006,0.00550000000000006,0.0012799999999999478,0.0031600000000000517
EURUSD,2025-01-13,1.02402,1.025,1.01772,1.02441,0,1,3,0,0,10,63,0.09570125583484512,-0.6152223589382994,0.03808519364857254,-0.00714299559983711,-0.014023369073514425,-0.015634008532882326,0.2326104986210785,0.5062146798546461,0.4890306469509749,2.0,33.7586305421202,0.007707417485534643,-0.014569999999999972,-0.016270000000000007,-0.011550999999999867,0.007279999999999953,0.0003900000000001125,0.0005899999999998684,0.006299999999999972
EURUSD,2025-01-14,1.02407,1.03086,1.02382,1.03076,1,1,3,0,0,68,3,0.6630406124581399,-0.024412393684033657,0.6532756549845091,0.0008350325274297798,-0.0030756136719733984,-0.004308262977917865,0.44168034846973064,0.5475848438701726,0.5188954896069812,0.0,41.85381255528915,0.007659744807996465,-0.0031800000000001827,-0.0044600000000001305,-0.0042875,0.007040000000000157,0.006689999999999863,0.00010000000000021103,0.0002500000000000835
EURUSD,2025-01-15,1.03074,1.03544,1.02588,1.02861,2,1,3,0,0,47,49,0.45598308011719024,-0.47150590837651457,-0.20664765120204565,0.004109722764545243,-0.0030723603869040605,-0.006365919629057082,0.44111517844677894,0.5501625027306821,0.43015510550700153,1.0,40.06836005329083,0.0077954773217110045,-0.003169999999999895,-0.006589999999999874,-0.006114500000000023,0.009560000000000013,0.0021299999999999653,0.0046999999999999265,0.0027300000000001212
EURUSD,2025-01-16,1.0288,1.03151,1.02604,1.0299,3,1,3,0,0,27,28,0.2634136858475885,-0.2682737169517762,0.10692068429238928,0.005359182358625869,0.0,0.0036153149026985076,0.43785896675029257,0.4649575887896888,0.4304361310887353,0.0,41.67602781927906,0.0076293717987316375,0.0,0.003710000000000102,-0.004516999999999882,0.005469999999999864,0.001100000000000101,0.0016099999999998893,0.0027599999999998737
EURUSD,2025-01-17,1.02965,1.03306,1.0265,1.0271,4,1,3,0,0,34,31,0.3311804982275662,-0.3059291992424597,-0.24765697081533067,-0.003550778066669258,0.0026356891839125485,-0.0034540973744978665,0.36056372529464875,0.45358945395963457,0.4057667310501696,2.0,39.216978298536056,0.007552988098822244,0.0026999999999999247,-0.0035600000000000076,-0.006550000000000056,0.006560000000000121,0.0025500000000000522,0.003410000000000135,0.0005999999999999339
EURUSD,2025-01-20,1.02831,1.04342,1.02659,1.04155,0,1,4,0,0,151,17,1.4694012505956333,-0.16726473534247122,1.2875494743802858,0.012580083802412823,0.016731582081393137,0.0024735798571675627,0.6504250579044056,0.5559667870188512,0.5040928197469653,0.0,54.22709140226077,0.008215631806049235,0.017139999999999933,0.002569999999999961,0.007846499999999867,0.016830000000000123,0.013239999999999919,0.0018700000000000383,0.0017200000000001658
EURUSD,2025-01-21,1.04156,1.04343,1.03518,1.03876,1,1,4,0,0,19,64,0.17953838473060008,-0.612542724374981,-0.26882752793887393,0.008602776968637649,0.007761263533703211,0.004661779213493755,0.6624541878566992,0.5393575034523858,0.5077759533739911,0.0,51.57863654065494,0.008218086677045724,0.008000000000000007,0.004819999999999824,0.0051235000000000586,0.00825000000000009,0.0028000000000001357,0.0018700000000000383,0.0035799999999999166
EURUSD,2025-01-22,1.04285,1.04573,1.03918,1.04077,2,1,4,0,0,29,37,0.27616627511147274,-0.3519202186316404,-0.1994534209138497,0.013309317495862283,0.01182177890551328,0.008713097753397125,0.6615357820855522,0.5386705703580021,0.5093078799059013,1.0,53.34645416635329,0.008128937628685325,0.012159999999999949,0.008990000000000054,0.007099999999999884,0.006550000000000056,0.002080000000000082,0.0028799999999999937,0.0015899999999999803
EURUSD,2025-01-23,1.0408,1.0438,1.03717,1.04148,3,1,4,0,0,30,36,0.288239815526529,-0.348770176787089,0.0653343581860121,-6.720752724309609e-05,0.011243810078648275,0.011243810078648275,0.6622492148410535,0.5327853424110853,0.50752692254542,2.0,53.985514686773165,0.008021870655207812,0.011579999999999924,0.011579999999999924,0.00784600000000002,0.006630000000000136,0.0006800000000000139,0.0023200000000000998,0.003630000000000022
EURUSD,2025-01-24,1.04147,1.05214,1.04112,1.04919,4,1,4,0,0,107,3,1.0245134281352493,-0.03360634487789859,0.7412599498785536,0.010040817898263388,0.021507156070489808,0.024199531433034105,0.669866116621674,0.5248524034496819,0.5356906266522841,1.0,60.3388697960737,0.008236022751264399,0.022090000000000165,0.02479000000000009,0.015215999999999896,0.01102000000000003,0.007720000000000171,0.002950000000000008,0.00034999999999985043
EURUSD,2025-01-27,1.0479,1.05334,1.04536,1.04916,0,1,5,0,0,54,25,0.5191335051054384,-0.2423895409867341,0.12024048096192755,0.008061339200784223,0.007306418318851815,0.024160248338067847,0.39943342591095077,0.5227274837906974,0.5339363587449735,0.0,60.30397938444911,0.008217735411888362,0.007610000000000117,0.02475000000000005,0.014762000000000164,0.007979999999999876,0.0012600000000000389,0.0041799999999998505,0.0025399999999999867
EURUSD,2025-01-28,1.04912,1.04932,1.04135,1.04298,1,1,5,0,0,2,78,0.019063596156776913,-0.7406207106908699,-0.585252402013119,0.0014402580942505239,0.004062536100735592,0.011855330047731982,0.48642948550919324,0.5507412179766069,0.5380854069681755,1.0,53.44768124248974,0.008200040025324911,0.0042200000000001125,0.01222000000000012,0.008194000000000035,0.007970000000000033,0.006140000000000034,0.00019999999999997797,0.0016300000000000203
